"מספר היטל סחר","כותרת","תיאור טובין בהיטל","שם קבוצת מדינות","מזהה קבוצת מדינות","תאריך סיום היטל סחר","תאריך התחלה","ספרת ביקורת","שם מדינה","סטאטוס היטל סחר","טבלת היטל סחר","סיווג","תאריך סיום חקירה","האם קבוצת מדינות","סוג ספר מכס","מזהה ספק","שם ספק","מזהה מדינה","תיאור טובין בהיטל"
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פינלנד","היטל","159","4805110000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","246",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פינלנד","היטל","94","4805110000/5","","false","1","","","246",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פינלנד","היטל","112","4805110000/5","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","246",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פינלנד","היטל","71","4805110000/5","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","246",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פינלנד","היטל","161","4805110000/5","","false","1","","","246",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","111","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","276",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","127","4805110000/5","2011-04-26T00:00:00+03:00","false","1","","","276",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","70","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","276",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","160","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","276",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","58","4805110000/5","2011-04-26T00:00:00+03:00","false","1","","","276",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","דנמרק","ערבות זמנית בוטלה","69","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","208",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","דנמרק","ערבות זמנית בוטלה","111","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","208",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","דנמרק","ערבות זמנית בוטלה","127","4805110000/5","2011-04-26T00:00:00+03:00","false","1","","","208",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","דנמרק","ערבות זמנית בוטלה","70","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","208",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","הונגריה","ערבות זמנית בוטלה","111","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","348",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","הונגריה","ערבות זמנית בוטלה","127","4805110000/5","2011-04-26T00:00:00+03:00","false","1","","","348",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","הונגריה","ערבות זמנית בוטלה","70","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","348",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","הונגריה","ערבות זמנית בוטלה","160","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","348",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","3","סלובניה","ערבות זמנית בוטלה","58","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","705",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","סלובקיה","ערבות זמנית בוטלה","69","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","703",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","סלובקיה","ערבות זמנית בוטלה","111","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","703",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","סלובקיה","ערבות זמנית בוטלה","127","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","703",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","סלובקיה","ערבות זמנית בוטלה","70","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","703",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","8","בולגריה","ערבות זמנית בוטלה","58","4805190000/8","2011-04-26T00:00:00+03:00","false","1","","","100",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","בלגיה","ערבות זמנית בוטלה","69","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","56",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","בלגיה","ערבות זמנית בוטלה","111","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","56",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","בלגיה","ערבות זמנית בוטלה","127","4805190000/8","2011-04-26T00:00:00+03:00","false","1","","","56",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","בלגיה","ערבות זמנית בוטלה","70","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","56",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","בלגיה","ערבות זמנית בוטלה","160","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","56",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","8","בלגיה","ערבות זמנית בוטלה","58","4805190000/8","2011-04-26T00:00:00+03:00","false","1","","","56",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","גרמניה","ערבות זמנית בוטלה","69","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","276",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","גרמניה","ערבות זמנית בוטלה","111","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","276",""
"202520003","202520003","לוח ._F.D.Mמצופה פורניר","","","","2005-05-09T00:00:00+03:00","8","הרפובליקה העממית של סין","ערבות זמנית בוטלה","98","4411940000/8","2006-09-01T00:00:00+03:00","false","1","","","156",""
"203510003","203510003","לוח עץ לבוד מצופה נייר (לכה או מלמין(","","","","2005-05-09T00:00:00+03:00","7","הרפובליקה העממית של סין","ערבות זמנית בוטלה","163","4412311000/7","2006-09-01T00:00:00+03:00","false","1","","","156",""
"203520002","203520002","לוח עץ לבוד מצופה פורניר","","","","2005-05-09T00:00:00+03:00","7","הרפובליקה העממית של סין","ערבות זמנית בוטלה","164","4412311000/7","2006-09-01T00:00:00+03:00","false","1","","","156",""
"203510003","203510003","לוח עץ לבוד מצופה נייר (לכה או מלמין(","","","","2005-05-09T00:00:00+03:00","0","הרפובליקה העממית של סין","ערבות זמנית בוטלה","163","4412391000/0","2006-09-01T00:00:00+03:00","false","1","","","156",""
"203520002","203520002","לוח עץ לבוד מצופה פורניר","","","","2005-05-09T00:00:00+03:00","0","הרפובליקה העממית של סין","ערבות זמנית בוטלה","164","4412391000/0","2006-09-01T00:00:00+03:00","false","1","","","156",""
"68041094","068041094","דיסקיות חיתוך והשחזה מסין העממית","","","2009-12-31T00:00:00+02:00","2005-11-07T00:00:00+02:00","4","הרפובליקה העממית של סין","היטל","29","6804229000/4","","false","1","","","156",""
"39201017","039201017","ניילון נצמד לתעשיה","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","איטליה","היטל","92","3920100000/5","","false","1","2028760","PLASTO TECNICA","380",""
"39201025","039201025","ניילון נצמד לתעשייה","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","איטליה","היטל","46","3920100000/5","","false","1","2069608","MANULI STRETCH SPA","380",""
"39201033","039201033","ניילון נצמד לתעשייה","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","איטליה","היטל","124","3920100000/5","","false","1","2035105","DERIBLOK S.R.L","380",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובניה","היטל","12","4805240000/8","","false","1","2068235","VAREL","705",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובניה","היטל","159","4805240000/8","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","705",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובניה","היטל","94","4805240000/8","","false","1","","","705",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובניה","היטל","112","4805240000/8","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","705",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובניה","היטל","71","4805240000/8","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","705",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובניה","היטל","161","4805240000/8","","false","1","","","705",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובקיה","היטל","12","4805240000/8","","false","1","2068235","VAREL","703",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובקיה","היטל","159","4805240000/8","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","703",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובקיה","היטל","94","4805240000/8","","false","1","","","703",""
"203520002","203520002","לוח עץ לבוד מצופה פורניר","","","","2005-05-09T00:00:00+03:00","0","הרפובליקה העממית של סין","ערבות זמנית בוטלה","164","4412391000/0","2006-09-01T00:00:00+03:00","false","1","","","156",""
"203510003","203510003","לוח עץ לבוד מצופה נייר לכה","","","2011-12-06T00:00:00+02:00","2010-04-12T00:00:00+03:00","0","הרפובליקה העממית של סין","היטל","129","4412391000/0","","false","1","","","156",""
"203520002","203520002","לוח עץ לבוד מצופה פורניר","","","2011-12-06T00:00:00+02:00","2010-04-12T00:00:00+03:00","0","הרפובליקה העממית של סין","היטל","18","4412391000/0","","false","1","","","156",""
"203510003","203510003","לוח עץ לבוד מצופה נייר (לכה או מלמין(","","","","2005-05-09T00:00:00+03:00","7","הרפובליקה העממית של סין","ערבות זמנית בוטלה","163","4412311000/7","2006-09-01T00:00:00+03:00","false","1","","","156",""
"203520002","203520002","לוח עץ לבוד מצופה פורניר","","","","2005-05-09T00:00:00+03:00","7","הרפובליקה העממית של סין","ערבות זמנית בוטלה","164","4412311000/7","2006-09-01T00:00:00+03:00","false","1","","","156",""
"203510003","203510003","לוח עץ לבוד מצופה נייר לכה","","","2011-12-06T00:00:00+02:00","2010-04-12T00:00:00+03:00","7","הרפובליקה העממית של סין","היטל","129","4412311000/7","","false","1","","","156",""
"203520002","203520002","לוח עץ לבוד מצופה פורניר","","","2011-12-06T00:00:00+02:00","2010-04-12T00:00:00+03:00","7","הרפובליקה העממית של סין","היטל","18","4412311000/7","","false","1","","","156",""
"202510004","202510004","לוח .F.D.M מצופה נייר (לכה או מלמין), שעוביו אינו עולה על 5מ""מ","","","","2005-05-09T00:00:00+03:00","0","הרפובליקה העממית של סין","ערבות זמנית בוטלה","17","4411120000/0","2006-09-01T00:00:00+03:00","false","1","","","156",""
"202520003","202520003","לוח .M.D.F מצופה פורניר, שעוביו אינו עולה על 5 מ""מ","","","","2005-05-09T00:00:00+03:00","0","הרפובליקה העממית של סין","ערבות זמנית בוטלה","98","4411120000/0","2006-09-01T00:00:00+03:00","false","1","","","156",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","שבדיה","היטל","12","4805250000/5","","false","1","2068235","VAREL","752",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","שבדיה","היטל","159","4805250000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","752",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","שבדיה","היטל","94","4805250000/5","","false","1","","","752",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","שבדיה","היטל","112","4805250000/5","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","752",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","שבדיה","היטל","71","4805250000/5","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","752",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","שבדיה","היטל","161","4805250000/5","","false","1","","","752",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","אוסטריה","היטל","12","4805110000/5","","false","1","2068235","VAREL","40",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","אוסטריה","היטל","159","4805110000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","40",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","אוסטריה","היטל","94","4805110000/5","","false","1","","","40",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","צרפת","היטל","12","4805110000/5","","false","1","2068235","VAREL","250",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","צרפת","היטל","159","4805110000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","250",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","צרפת","היטל","94","4805110000/5","","false","1","","","250",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","צרפת","היטל","112","4805110000/5","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","250",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","צרפת","היטל","71","4805110000/5","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","250",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","צרפת","היטל","161","4805110000/5","","false","1","","","250",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","קפריסין","היטל","12","4805110000/5","","false","1","2068235","VAREL","196",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","קפריסין","היטל","159","4805110000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","196",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","קפריסין","היטל","94","4805110000/5","","false","1","","","196",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","סלובקיה","ערבות זמנית בוטלה","160","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","703",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","3","סלובקיה","ערבות זמנית בוטלה","58","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","703",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","ספרד","ערבות זמנית בוטלה","69","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","724",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","ספרד","ערבות זמנית בוטלה","111","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","724",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","ספרד","ערבות זמנית בוטלה","127","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","724",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","ספרד","ערבות זמנית בוטלה","70","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","724",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","ספרד","ערבות זמנית בוטלה","160","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","724",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","3","ספרד","ערבות זמנית בוטלה","58","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","724",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","פולין","ערבות זמנית בוטלה","69","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","616",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","גרמניה","ערבות זמנית בוטלה","127","4805190000/8","2011-04-26T00:00:00+03:00","false","1","","","276",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","גרמניה","ערבות זמנית בוטלה","70","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","276",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","גרמניה","ערבות זמנית בוטלה","160","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","276",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","8","גרמניה","ערבות זמנית בוטלה","58","4805190000/8","2011-04-26T00:00:00+03:00","false","1","","","276",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","דנמרק","ערבות זמנית בוטלה","69","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","208",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","דנמרק","ערבות זמנית בוטלה","111","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","208",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","דנמרק","ערבות זמנית בוטלה","127","4805190000/8","2011-04-26T00:00:00+03:00","false","1","","","208",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","דנמרק","ערבות זמנית בוטלה","70","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","208",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","דנמרק","ערבות זמנית בוטלה","160","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","208",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","לטביה","היטל","112","4805190000/8","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","428",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","לטביה","היטל","71","4805190000/8","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","428",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","לטביה","היטל","161","4805190000/8","","false","1","","","428",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","ליטא","היטל","12","4805190000/8","","false","1","2068235","VAREL","440",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","ליטא","היטל","159","4805190000/8","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","440",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","ליטא","היטל","94","4805190000/8","","false","1","","","440",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","ליטא","היטל","112","4805190000/8","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","440",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","ליטא","היטל","71","4805190000/8","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","440",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","ליטא","היטל","161","4805190000/8","","false","1","","","440",""
"39201041","039201041","ניילון נצמד לתעשייה מספק מס' _S.A CIT EV .NAS KITSALP NASKSN","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","טורקיה","היטל","57","3920100000/5","","false","1","2223991","NAKSAN PLASTIK SAN.VE","792",""
"39201058","039201058","ניילון נצמד לתעשייה","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","יוון","היטל","10","3920100000/5","","false","1","2029979","M.J.MAILLIS S.A.","300",""
"39201066","039201066","ניילון נצמד לתעשייה מיצרנים אחרים מטורקיה","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","טורקיה","היטל","67","3920100000/5","","false","1","","","792",""
"39201082","039201082","ניילון נצמד לתעשייה","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","טורקיה","היטל","126","3920100000/5","","false","1","2257932","ROYAL HALI IPLIK TEKSTIL MOBILY","792",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי_____________________________YLIBOM LITSKET KILPI ILAH LAYOR","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","יוון","היטל","68","3920100000/5","","false","1","","","300",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","פולין","היטל","68","3920100000/5","","false","1","","","616",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","פורטוגל","היטל","68","3920100000/5","","false","1","","","620",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי_____________________________YLIBOM LITSKET KILPI ILAH LAYOR","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","אוסטריה","היטל","68","3920100000/5","","false","1","","","40",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","2009-12-31T00:00:00+02:00","2009-09-22T00:00:00+03:00","5","איטליה","היטל","68","3920100000/5","","false","1","","","380",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובקיה","היטל","112","4805240000/8","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","703",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובקיה","היטל","71","4805240000/8","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","703",""
